,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.044928520253307624,0.04603210776099331,0.0852089227998647,0.043261642072138784,0.03817549456096003,0.06225916532986275,0.04025771461272143,0.032604827377952006,0.04591951588599841,0.041383242208723914,0.026464904184365423,0.0299936977039863,0.04722899782942136,0.02104628494404892,-0.00968419072913207,0.027866354392472203,0.5249549389693016,-0.018347816216461865,0.007133574476156923,-0.008104656173856029,-0.008693599950760245,0.008778426599349132,0.01237456453877428,-0.001752559952180377,0.007629878723690808,0.029631643540767527,0.0023170538041483724,0.005391229608449066,0.045852452424924195,0.0037112684444764454,0.0010455312062731537,0.06545627648978325,-0.004176678373198683,-0.0020818761738041758,0.035831381360765135,-0.00798475063186288,-0.011146920783062342,0.013934347243946377,-0.009002939432321,-0.017962829604812214,-0.003742163451875058,-0.007109180251177349,-0.022943193309913568,-0.021496385357238523,-0.02574792091877498,-0.0506352667007377,0.4714651718472851,-0.046447225610791065,-0.08143787962097804,-0.06790766351960542,-0.04395964011840192,-0.05751115465406542,-0.056738830620048475,-0.040678056839823284,-0.03817416059737866,-0.051552550045329326,-0.04072394471887719,-0.01990518602855218,-0.0478379931588222,-0.04465191707407712
1,-0.4401232339887014,-0.42690213726889914,-0.07159798427600522,-0.1321515342481123,0.4030115942742735,-0.00974029023991689,0.4007451542542604,-0.02694206801597754,-0.025888432678832514,-0.14940805080159686,0.16928396661609976,-0.0844841139240871,-0.3002544055394692,-0.26442020641000114,-0.17601476918626438,-0.09854272975299319,-0.38121781141626365,-0.1093667403896101,-0.18503141525293368,0.2575574031523329,0.23060729585322848,0.013079975877829402,0.08301453092571608,0.2004192885895203,-0.04575194925962995,-0.16505988469611343,-0.03861752448211328,-0.3369725602234575,-0.07886934238444056,-0.40731037008739723,-0.33424319772905803,-0.5113254672637171,-0.04265991572179252,-0.2374794086306596,0.06485764866852867,0.1436331933664014,0.4197448763768203,0.22342735742155126,0.1498440600789393,-0.050827518109343335,-0.15040784547182767,-0.13413790514837945,-0.21596701575391006,-0.20543485001497772,-0.04185326358214048,0.11256593724354642,-0.09272667551327902,0.04164391218452653,-0.015593676188375469,-0.09605534430358022,-0.012318636301671314,-0.020184284596460877,-0.03500509681669899,-0.018394934074035713,0.047918393630313263,-0.040425937729544406,-0.05536405985287792,-0.04154724324121292,-0.018350499327190906,-0.11687763721353338
2,-0.555635606339701,-0.035629693694120564,0.3670355811918651,-0.13824579251417654,-0.07337220447933311,-0.2779858394873762,0.38921149467960975,0.266189110305957,0.1494159054791828,-0.19742785537415466,0.08642222465998799,-0.059267057122378536,-0.2175960678470353,-0.22848832441437272,-0.11458452847785168,-0.22260366666415932,-0.49080441892433685,-0.38135618072649885,-0.03829337891629203,0.34692328925836824,0.3332473396050047,0.03633067500170765,-0.018153976175149314,0.2204137178497749,0.0644748045001137,-0.15398844601456407,-0.1110853277363821,-0.3719759247941853,-0.2743762582557844,-0.34891282184446015,-0.3805224744372367,-0.31340984584276743,-0.10702461795561376,-0.25049058347759584,-0.13232057947461026,0.18736558326999656,0.48527717635389594,0.2612022899164203,0.07049711604094203,-0.04248639474102331,-0.0871226026511393,-0.03172664751634877,-0.16865562392182248,-0.2980774678687771,-0.2313897590705595,-0.04911091028854929,-0.06895145520489046,-0.03264854890669173,-0.04088341390181331,-0.073757153545761,-0.05115166083040631,0.09024791144641621,0.04419352978336737,0.04528463750916006,0.08329679237901752,0.004711266798122875,-0.10714429122008078,-0.2052754093749133,-0.17372442388569095,-0.05193281151242395
3,-0.39538381269664896,-0.27452339916613655,-0.2267816163831354,-0.1655959148931801,0.3632081898194485,0.04833561315112877,0.03790007415946897,-0.07899990571113705,0.01271710975799227,-0.0925066599733147,-0.033295266771580595,-0.18293445389168297,-0.19822404498521548,-0.25102265985614763,-0.08343159936314584,-0.23577489347775354,-0.20294587722925092,-0.1987200444265458,-0.30904666269753067,-0.09295894971193781,0.2536512022918477,-0.18346269319853975,0.178044625754657,0.1449023660551057,-0.21260494226370705,-0.34021754062418297,-0.04385474359540804,-0.4499048167414592,-0.327814052599475,-0.34375859978628626,-0.28734357969360347,-0.4396392194145589,-0.23140605743038367,-0.2564307520028751,0.008969953374159187,-0.02974844500829028,0.2524171415235401,0.02295185789507465,0.06380886035962972,-0.06651484409679446,-0.19588928420572052,-0.23890632397766495,-0.1753526917224814,-0.32609367736402506,-0.07442719151168654,0.0302348223869596,-0.10980653150154991,0.04016074417215859,0.05391407238217656,-0.29927696402773574,-0.1524054264217893,-0.09380331175387113,-0.09342870379424062,-0.08125257403227559,0.03376780649009062,-0.059259214468244656,-0.11147096138179008,-0.23882342913432986,-0.07969062625479073,-0.17351549525454688
4,-0.6562750522319718,-0.16300807990865132,0.1691777015934752,-0.18445794981811417,-0.1767674610362503,-0.11898699415587216,0.3786631102706,0.40378931597696394,0.16123958227558327,-0.3061781468143951,-0.01119143168044745,0.007176337573254051,-0.16431224932495145,-0.5720317473865116,-0.29600304014697454,-0.22698612452376682,-0.3116824460428731,-0.3005506382557858,-0.1380328661255049,0.13173413764033862,0.5016027851840715,0.05896954295519108,-0.024694459356738023,0.03474065420945794,0.05524648450526927,-0.21030475248051514,-0.27801548562629164,-0.5396828412891392,-0.32932729377023134,-0.4509988152819795,-0.39568619692872,-0.485082989370156,-0.2598838685668887,-0.1882380098923791,0.025657426010849537,0.010034029692288187,0.40334208635646795,0.3382475001743228,0.0732183618950934,-0.09924930900999944,-0.03040394741248834,-0.11878110368078586,-0.29490448910465356,-0.5359265341025539,-0.30188976791265243,-0.02872754797167562,-0.0008216710203658021,-0.12381499456585714,-0.07258366566195014,-0.016725789452619315,0.1957171750967691,0.029421650302846054,-0.1401007899307001,-0.058430817990966555,0.022919073905168518,-0.08239442701766973,-0.2156710872242894,-0.3158739444771509,-0.22933331278526964,-0.07085801547485335
5,-0.5620638312888488,-0.42315620289881123,-0.1587614567773495,-0.24034234360033283,0.3273882823757115,0.22031852861388304,0.4946071737246541,0.044760515078424316,0.07596801770118596,-0.19968367553633973,0.09104772892904757,-0.3272159480421769,-0.3720924023260967,-0.35240456366242456,0.06429451186339338,-0.14166414562047958,-0.2075288940720395,-0.2022936794876492,-0.01696598559937288,0.07708843938931137,0.20587157097471176,-0.11323221377562061,0.18207544147632407,0.16097399561720574,-0.16865197589246952,-0.31723516771446797,-0.13171288088887306,-0.3322417182186871,-0.18464813383883527,-0.4174333860136607,-0.26146453561229144,-0.30280099429499674,-0.07318427193294876,-0.2471138479338513,-0.0058618583914716,0.07027538778814352,0.33117892427042034,0.17051630590333888,0.13672126504285648,0.010016776922162683,-0.026867023321032982,-0.20707889375223423,-0.3138040310428701,-0.45440741132704365,-0.044124692364869156,0.12381985409170441,0.05312189560574996,0.15817177403662988,0.22903046565991872,-0.06594268897862997,-0.1142312304848994,-0.2455113874110702,-0.2363299024939059,-0.14464559766617965,-0.04912658440301179,-0.052031175301968526,-0.03470538860234107,0.04737842633467396,-0.003979067964594619,-0.05692611120024725
6,-0.03829949671112531,-0.4364934004720988,-0.30092799265101267,-0.6196042532647129,0.03594017486176789,-0.5905411073514406,0.03285340872562305,-0.15058560568065207,0.10264066414013147,-0.31234760458594824,0.028035398340586416,-0.20748094982422158,0.03555290607322538,-0.08408651485353857,0.14786013391659097,-0.12637867031772396,-0.14264054943784457,-0.03833988583608235,0.10629690036898987,0.13286727389043756,0.14963565799688175,-0.02057598413812919,0.18085143012180124,0.18548763669002027,0.041666338851694774,0.004873829549264643,0.0893470963828663,-0.42228115371589536,-0.2003892241669412,-0.157662418102377,-0.14962844552809995,-0.4660192127838154,-0.18561098220653163,-0.3603328621645974,-0.20952868010581815,-0.1530850944019928,0.01006672698825532,-0.16597026510945564,-0.12732445989419686,-0.08346173502151735,-0.03990437867837982,0.007539857941939874,-0.04660746991248325,-0.13677804823802214,-0.001431378595725783,0.047894696586590284,0.09286218706979896,0.15451206526751923,0.2519846394793275,-0.007742969854973476,0.18966589763680558,0.20940932605588433,0.07920411277770857,-0.02205974227889755,0.05636558740242315,-0.04444044912923321,-0.06246350623268644,-0.014658143351046614,0.045477542304036084,-0.11182688689933028
7,-0.09177743934223632,-0.28390420441997544,-0.06904429537541813,-0.3516222541785323,0.12489198799379818,-0.4550605661624038,0.08896888524559175,-0.18614443266291997,0.25571780017085705,-0.3622230124334337,0.08891340097263747,-0.08718440826541078,0.01292572682420801,-0.18518697594271788,0.08987541458549791,-0.10316312409566006,-0.14925155535184298,-0.16716235678146205,0.024029826918051667,0.060939016057620525,0.1307408914300726,0.04013095807657698,0.13192080387602215,0.1346719164018625,-0.2257077281962039,0.005856777167661549,-0.009276200028931198,-0.37587808322594335,-0.20934732712173845,-0.1390864131321946,-0.3563160563092528,-0.3164169871325821,-0.20808812701110338,-0.14273078910704598,-0.25074096457263223,-0.0030562309020601606,0.02831796475045941,-0.003121309825779244,-0.08868531633209346,0.0327646446050932,-0.16972891204807522,-0.018870317751116018,-0.2220218472424138,-0.02294442632714296,-0.03616828736944534,0.0885488366664369,-0.0018672069551357925,0.06755617816315804,0.058612099829141444,-0.0757261977250628,0.057924182815330315,0.10068212820168007,0.02694563733137364,-0.052207076627893215,0.09747669950766628,-0.09972210848555316,-0.06837359432536894,-0.16699434038151417,-0.04900349095278309,-0.14929509112494718
8,-0.5115785453954871,-0.33117197721459873,-0.34140138325338876,-0.6194984288295566,-0.07390718718734363,-0.3063100836549321,0.1731924869946141,0.04283392881833056,0.024689932646388038,-0.24830323029513907,0.05114206347429966,-0.20566682484743784,-0.23089714102862632,-0.1788394277765117,0.09608224322570036,-0.19439672811938233,-0.26584352640406506,-0.2473899863113472,-0.09593549271129485,0.0067469984117830015,0.12750302374791397,-0.20629341236653911,0.1492301988959465,0.4215485282014076,0.11854928518318038,-0.04023920072768141,0.01886371248945532,-0.38472769568349946,-0.30951621212684793,-0.3413640888053128,-0.4897352710944073,-0.502282686000629,-0.2847133296115283,-0.46831035017951017,-0.2860504044181054,-0.0425755834864306,0.10375104031367915,-0.14217881746047523,-0.06517344981151857,-0.060639483551236155,0.005771945379835025,-0.08460134576928124,-0.14705793200596212,-0.3047208037058919,-0.03913906150187134,-0.012186006959842396,-0.11963232290675836,-0.010546907313108478,0.12601844961292472,-0.1356228629080871,0.056673535225516186,0.0789995992593415,0.015754582065212543,-0.02949969528126793,0.09504495540895316,-0.09541465501648333,0.014355815026963828,0.06720727516847766,-0.037876423189733034,-0.18761971881065187
9,-0.16970072432896893,-0.448778119760752,-0.08539002344353502,-0.3582007205496598,0.14820771801351837,-0.4904205257228323,0.18165203988406323,-0.26216399996050455,0.28929736027801506,-0.31475416487438923,0.12939749650812452,-0.013687042845847926,0.013063213920464504,-0.03497407519428413,0.145376421739963,-0.09381774716893568,-0.09561204650866395,0.02876359197952008,-0.045485515011125355,0.15694090074581046,0.14403239545974011,0.02688533802199309,0.08538485561449091,0.1711264964207317,-0.15694307660448004,0.062277950027053,-0.15359131061683348,-0.3215223480446953,-0.12392884090681067,-0.22990678750856272,-0.35154904247731,-0.2607758705870564,-0.32076496583974,-0.19671536410286658,-0.20452798277704912,-0.07169921597987834,0.10819057363579503,-0.09080766043889106,-0.01699443774294352,0.05910615011783818,-0.16126377401208228,-0.07967479490633309,-0.052185020003591535,-0.0919755832565227,0.14511321434885904,0.1475504554947179,0.09339370540726792,0.19721885093138447,0.09624044551447694,-0.0615108764851296,0.11150391520402365,-0.009714465924282852,0.041532308563654086,0.035364932115616934,0.05763024095334102,-0.08037835345800563,-0.06479130344034308,-0.16610364048575466,-0.038793678120210576,-0.1386176960166619
